date,portfolio_value,cash,AAPL_shares,AAPL_price,AAPL_avg_cost,AAPL_value,AAPL_unrealized_pnl,MSFT_shares,MSFT_price,MSFT_avg_cost,MSFT_value,MSFT_unrealized_pnl,AMZN_shares,AMZN_price,AMZN_avg_cost,AMZN_value,AMZN_unrealized_pnl,GOOGL_shares,GOOGL_price,GOOGL_avg_cost,GOOGL_value,GOOGL_unrealized_pnl,META_shares,META_price,META_avg_cost,META_value,META_unrealized_pnl,NVDA_shares,NVDA_price,NVDA_avg_cost,NVDA_value,NVDA_unrealized_pnl,TSLA_shares,TSLA_price,TSLA_avg_cost,TSLA_value,TSLA_unrealized_pnl,JPM_shares,JPM_price,JPM_avg_cost,JPM_value,JPM_unrealized_pnl,V_shares,V_price,V_avg_cost,V_value,V_unrealized_pnl,MA_shares,MA_price,MA_avg_cost,MA_value,MA_unrealized_pnl,UNH_shares,UNH_price,UNH_avg_cost,UNH_value,UNH_unrealized_pnl,JNJ_shares,JNJ_price,JNJ_avg_cost,JNJ_value,JNJ_unrealized_pnl,LDO.MI_shares,LDO.MI_price,LDO.MI_avg_cost,LDO.MI_value,LDO.MI_unrealized_pnl,ENI.MI_shares,ENI.MI_price,ENI.MI_avg_cost,ENI.MI_value,ENI.MI_unrealized_pnl,ENEL.MI_shares,ENEL.MI_price,ENEL.MI_avg_cost,ENEL.MI_value,ENEL.MI_unrealized_pnl,ISP.MI_shares,ISP.MI_price,ISP.MI_avg_cost,ISP.MI_value,ISP.MI_unrealized_pnl,RACE.MI_shares,RACE.MI_price,RACE.MI_avg_cost,RACE.MI_value,RACE.MI_unrealized_pnl,^GSPC_shares,^GSPC_price,^GSPC_avg_cost,^GSPC_value,^GSPC_unrealized_pnl,^IXIC_shares,^IXIC_price,^IXIC_avg_cost,^IXIC_value,^IXIC_unrealized_pnl,FTSEMIB.MI_shares,FTSEMIB.MI_price,FTSEMIB.MI_avg_cost,FTSEMIB.MI_value,FTSEMIB.MI_unrealized_pnl,SPY_shares,SPY_price,SPY_avg_cost,SPY_value,SPY_unrealized_pnl,QQQ_shares,QQQ_price,QQQ_avg_cost,QQQ_value,QQQ_unrealized_pnl,IVV_shares,IVV_price,IVV_avg_cost,IVV_value,IVV_unrealized_pnl,EEM_shares,EEM_price,EEM_avg_cost,EEM_value,EEM_unrealized_pnl,EFA_shares,EFA_price,EFA_avg_cost,EFA_value,EFA_unrealized_pnl,XLF_shares,XLF_price,XLF_avg_cost,XLF_value,XLF_unrealized_pnl,VNQ_shares,VNQ_price,VNQ_avg_cost,VNQ_value,VNQ_unrealized_pnl,GC=F_shares,GC=F_price,GC=F_avg_cost,GC=F_value,GC=F_unrealized_pnl,CL=F_shares,CL=F_price,CL=F_avg_cost,CL=F_value,CL=F_unrealized_pnl,SI=F_shares,SI=F_price,SI=F_avg_cost,SI=F_value,SI=F_unrealized_pnl,NG=F_shares,NG=F_price,NG=F_avg_cost,NG=F_value,NG=F_unrealized_pnl,HG=F_shares,HG=F_price,HG=F_avg_cost,HG=F_value,HG=F_unrealized_pnl,GLD_shares,GLD_price,GLD_avg_cost,GLD_value,GLD_unrealized_pnl,SLV_shares,SLV_price,SLV_avg_cost,SLV_value,SLV_unrealized_pnl,USO_shares,USO_price,USO_avg_cost,USO_value,USO_unrealized_pnl,EURUSD=X_shares,EURUSD=X_price,EURUSD=X_avg_cost,EURUSD=X_value,EURUSD=X_unrealized_pnl,USDJPY=X_shares,USDJPY=X_price,USDJPY=X_avg_cost,USDJPY=X_value,USDJPY=X_unrealized_pnl,TLT_shares,TLT_price,TLT_avg_cost,TLT_value,TLT_unrealized_pnl,BND_shares,BND_price,BND_avg_cost,BND_value,BND_unrealized_pnl,IEF_shares,IEF_price,IEF_avg_cost,IEF_value,IEF_unrealized_pnl,XLE_shares,XLE_price,XLE_avg_cost,XLE_value,XLE_unrealized_pnl,BTC-USD_shares,BTC-USD_price,BTC-USD_avg_cost,BTC-USD_value,BTC-USD_unrealized_pnl,ETH-USD_shares,ETH-USD_price,ETH-USD_avg_cost,ETH-USD_value,ETH-USD_unrealized_pnl,XOM_shares,XOM_price,XOM_avg_cost,XOM_value,XOM_unrealized_pnl,CVX_shares,CVX_price,CVX_avg_cost,CVX_value,CVX_unrealized_pnl,WMT_shares,WMT_price,WMT_avg_cost,WMT_value,WMT_unrealized_pnl,NFLX_shares,NFLX_price,NFLX_avg_cost,NFLX_value,NFLX_unrealized_pnl,BA_shares,BA_price,BA_avg_cost,BA_value,BA_unrealized_pnl,KO_shares,KO_price,KO_avg_cost,KO_value,KO_unrealized_pnl,PFE_shares,PFE_price,PFE_avg_cost,PFE_value,PFE_unrealized_pnl,SHOP_shares,SHOP_price,SHOP_avg_cost,SHOP_value,SHOP_unrealized_pnl
2025-04-15,123.05,0.01,0.0,193.427,0.0,0.0,0.0,0.004335,368.7867,393.9259,1.6,-0.11,0.033699,174.33,158.1249,5.87,0.55,0.0,152.8002,0.0,0.0,0.0,0.0,500.7478,0.0,0.0,0.0,0.0,104.4654,0.0,0.0,0.0,0.016985,241.55,187.6997,4.1,0.91,0.019465,226.3824,166.9445,4.41,1.16,0.018356,328.8687,270.0669,6.04,1.08,0.0,511.2922,0.0,0.0,0.0,0.0,568.9953,0.0,0.0,0.0,0.035781,149.738,148.2582,5.36,0.05,0.179596,44.819,15.7585,8.05,5.22,0.374725,11.5471,12.8704,4.33,-0.5,0.0,6.8856,0.0,0.0,0.0,0.0,4.1049,0.0,0.0,0.0,0.013996,381.3271,328.5085,5.34,0.74,0.000279,5275.7007,4874.002,1.47,0.11,0.0,16307.1602,0.0,0.0,0.0,0.00015,36068.0,30729.5664,5.41,0.8,0.008537,521.1216,474.0774,4.45,0.4,0.0,442.5977,0.0,0.0,0.0,0.008581,521.6736,474.2023,4.48,0.41,0.111728,40.6196,36.7254,4.54,0.44,0.056251,77.4606,70.3962,4.36,0.4,0.0,46.058,0.0,0.0,0.0,0.048271,83.1672,78.0051,4.01,0.25,0.001636,3326.6001,2047.7971,5.44,2.09,0.0,62.47,0.0,0.0,0.0,0.139067,32.926,23.0205,4.58,1.38,1.563513,3.247,2.0853,5.08,1.82,0.482139,4.674,3.8798,2.25,0.38,0.017117,307.47,188.9156,5.26,2.03,0.0,29.76,0.0,0.0,0.0,0.039962,67.75,70.0313,2.71,-0.09,1.937548,1.1293,1.0838,2.19,0.09,0.019699,143.181,147.1744,2.82,-0.08,0.0,84.8143,0.0,0.0,0.0,0.038623,70.2585,67.7503,2.71,0.1,0.016779,91.7033,89.1356,1.54,0.04,0.0,38.8627,0.0,0.0,0.0,4.1e-05,84033.8594,42760.168,3.47,1.71,0.000466,1578.1053,2290.3062,0.74,-0.33,0.025387,100.729,95.071,2.56,0.14,0.012673,129.5309,134.4227,1.64,-0.06,0.000564,90.5735,54.323,0.05,0.02,0.038566,96.163,56.4934,3.71,1.53,0.0,156.47,0.0,0.0,0.0,0.035684,69.6606,56.1306,2.49,0.48,0.0,20.5485,0.0,0.0,0.0,0.0,83.96,0.0,0.0,0.0
2025-04-16,123.45,0.01,0.0,196.1252,0.0,0.0,0.0,0.004335,364.9858,393.9259,1.58,-0.13,0.033699,172.61,158.1249,5.82,0.49,0.0,150.6377,0.0,0.0,0.0,0.0,499.9204,0.0,0.0,0.0,0.0,101.4661,0.0,0.0,0.0,0.016985,241.37,187.6997,4.1,0.91,0.019465,228.6994,166.9445,4.45,1.2,0.018356,327.1615,270.0669,6.01,1.05,0.0,515.176,0.0,0.0,0.0,0.0,441.656,0.0,0.0,0.0,0.035781,153.2015,148.2582,5.48,0.18,0.179596,44.552,15.7585,8.0,5.17,0.374725,11.64,12.8704,4.36,-0.46,0.0,6.9602,0.0,0.0,0.0,0.0,4.0694,0.0,0.0,0.0,0.013996,383.014,328.5085,5.36,0.76,0.000279,5282.7002,4874.002,1.47,0.11,0.0,16286.4502,0.0,0.0,0.0,0.00015,35980.0,30729.5664,5.4,0.79,0.008537,521.8652,474.0774,4.46,0.41,0.0,442.518,0.0,0.0,0.0,0.008581,522.1971,474.2023,4.48,0.41,0.111728,40.932,36.7254,4.57,0.47,0.056251,78.3006,70.3962,4.4,0.44,0.0,46.1767,0.0,0.0,0.0,0.048271,84.4114,78.0051,4.07,0.31,0.001636,3308.7,2047.7971,5.41,2.06,0.0,64.68,0.0,0.0,0.0,0.139067,32.42,23.0205,4.51,1.31,1.563513,3.245,2.0853,5.07,1.81,0.482139,4.7315,3.8798,2.28,0.41,0.017117,306.12,188.9156,5.24,2.01,0.0,29.55,0.0,0.0,0.0,0.039962,69.48,70.0313,2.78,-0.02,1.937548,1.1397,1.0838,2.21,0.11,0.019699,141.928,147.1744,2.8,-0.1,0.0,84.0652,0.0,0.0,0.0,0.038623,70.1041,67.7503,2.71,0.09,0.016779,91.4425,89.1356,1.53,0.04,0.0,39.7404,0.0,0.0,0.0,4.1e-05,84895.75,42760.168,3.51,1.74,0.000466,1582.5485,2290.3062,0.74,-0.33,0.025387,103.3683,95.071,2.62,0.21,0.012673,131.9328,134.4227,1.67,-0.03,0.000564,92.5897,54.323,0.05,0.02,0.038566,97.303,56.4934,3.75,1.57,0.0,161.9,0.0,0.0,0.0,0.035684,70.9434,56.1306,2.53,0.53,0.0,20.6417,0.0,0.0,0.0,0.0,83.65,0.0,0.0,0.0
2025-04-17,123.43,0.01,0.0,196.1252,0.0,0.0,0.0,0.004335,364.9858,393.9259,1.58,-0.13,0.033699,172.61,158.1249,5.82,0.49,0.0,150.6377,0.0,0.0,0.0,0.0,499.9204,0.0,0.0,0.0,0.0,101.4661,0.0,0.0,0.0,0.016985,241.37,187.6997,4.1,0.91,0.019465,228.6994,166.9445,4.45,1.2,0.018356,327.1615,270.0669,6.01,1.05,0.0,515.176,0.0,0.0,0.0,0.0,441.656,0.0,0.0,0.0,0.035781,153.2015,148.2582,5.48,0.18,0.179596,44.552,15.7585,8.0,5.17,0.374725,11.64,12.8704,4.36,-0.46,0.0,6.9602,0.0,0.0,0.0,0.0,4.0694,0.0,0.0,0.0,0.013996,383.014,328.5085,5.36,0.76,0.000279,5282.7002,4874.002,1.47,0.11,0.0,16286.4502,0.0,0.0,0.0,0.00015,35980.0,30729.5664,5.4,0.79,0.008537,521.8652,474.0774,4.46,0.41,0.0,442.518,0.0,0.0,0.0,0.008581,522.1971,474.2023,4.48,0.41,0.111728,40.932,36.7254,4.57,0.47,0.056251,78.3006,70.3962,4.4,0.44,0.0,46.1767,0.0,0.0,0.0,0.048271,84.4114,78.0051,4.07,0.31,0.001636,3308.7,2047.7971,5.41,2.06,0.0,64.68,0.0,0.0,0.0,0.139067,32.42,23.0205,4.51,1.31,1.563513,3.245,2.0853,5.07,1.81,0.482139,4.7315,3.8798,2.28,0.41,0.017117,306.12,188.9156,5.24,2.01,0.0,29.55,0.0,0.0,0.0,0.039962,69.48,70.0313,2.78,-0.02,1.937548,1.1397,1.0838,2.21,0.11,0.019699,141.928,147.1744,2.8,-0.1,0.0,84.0652,0.0,0.0,0.0,0.038623,70.1041,67.7503,2.71,0.09,0.016779,91.4425,89.1356,1.53,0.04,0.0,39.7404,0.0,0.0,0.0,4.1e-05,84450.8047,42760.168,3.49,1.72,0.000466,1588.9248,2290.3062,0.74,-0.33,0.025387,103.3683,95.071,2.62,0.21,0.012673,131.9328,134.4227,1.67,-0.03,0.000564,92.5897,54.323,0.05,0.02,0.038566,97.303,56.4934,3.75,1.57,0.0,161.9,0.0,0.0,0.0,0.035684,70.9434,56.1306,2.53,0.53,0.0,20.6417,0.0,0.0,0.0,0.0,83.65,0.0,0.0,0.0
2025-04-18,123.47,0.01,0.0,196.1252,0.0,0.0,0.0,0.004335,364.9858,393.9259,1.58,-0.13,0.033699,172.61,158.1249,5.82,0.49,0.0,150.6377,0.0,0.0,0.0,0.0,499.9204,0.0,0.0,0.0,0.0,101.4661,0.0,0.0,0.0,0.016985,241.37,187.6997,4.1,0.91,0.019465,228.6994,166.9445,4.45,1.2,0.018356,327.1615,270.0669,6.01,1.05,0.0,515.176,0.0,0.0,0.0,0.0,441.656,0.0,0.0,0.0,0.035781,153.2015,148.2582,5.48,0.18,0.179596,44.552,15.7585,8.0,5.17,0.374725,11.64,12.8704,4.36,-0.46,0.0,6.9602,0.0,0.0,0.0,0.0,4.0694,0.0,0.0,0.0,0.013996,383.014,328.5085,5.36,0.76,0.000279,5282.7002,4874.002,1.47,0.11,0.0,16286.4502,0.0,0.0,0.0,0.00015,35980.0,30729.5664,5.4,0.79,0.008537,521.8652,474.0774,4.46,0.41,0.0,442.518,0.0,0.0,0.0,0.008581,522.1971,474.2023,4.48,0.41,0.111728,40.932,36.7254,4.57,0.47,0.056251,78.3006,70.3962,4.4,0.44,0.0,46.1767,0.0,0.0,0.0,0.048271,84.4114,78.0051,4.07,0.31,0.001636,3308.7,2047.7971,5.41,2.06,0.0,64.68,0.0,0.0,0.0,0.139067,32.42,23.0205,4.51,1.31,1.563513,3.245,2.0853,5.07,1.81,0.482139,4.7315,3.8798,2.28,0.41,0.017117,306.12,188.9156,5.24,2.01,0.0,29.55,0.0,0.0,0.0,0.039962,69.48,70.0313,2.78,-0.02,1.937548,1.1397,1.0838,2.21,0.11,0.019699,141.928,147.1744,2.8,-0.1,0.0,84.0652,0.0,0.0,0.0,0.038623,70.1041,67.7503,2.71,0.09,0.016779,91.4425,89.1356,1.53,0.04,0.0,39.7404,0.0,0.0,0.0,4.1e-05,85063.4141,42760.168,3.52,1.75,0.000466,1612.923,2290.3062,0.75,-0.32,0.025387,103.3683,95.071,2.62,0.21,0.012673,131.9328,134.4227,1.67,-0.03,0.000564,92.5897,54.323,0.05,0.02,0.038566,97.303,56.4934,3.75,1.57,0.0,161.9,0.0,0.0,0.0,0.035684,70.9434,56.1306,2.53,0.53,0.0,20.6417,0.0,0.0,0.0,0.0,83.65,0.0,0.0,0.0
2025-04-19,123.46,0.01,0.0,196.1252,0.0,0.0,0.0,0.004335,364.9858,393.9259,1.58,-0.13,0.033699,172.61,158.1249,5.82,0.49,0.0,150.6377,0.0,0.0,0.0,0.0,499.9204,0.0,0.0,0.0,0.0,101.4661,0.0,0.0,0.0,0.016985,241.37,187.6997,4.1,0.91,0.019465,228.6994,166.9445,4.45,1.2,0.018356,327.1615,270.0669,6.01,1.05,0.0,515.176,0.0,0.0,0.0,0.0,441.656,0.0,0.0,0.0,0.035781,153.2015,148.2582,5.48,0.18,0.179596,44.552,15.7585,8.0,5.17,0.374725,11.64,12.8704,4.36,-0.46,0.0,6.9602,0.0,0.0,0.0,0.0,4.0694,0.0,0.0,0.0,0.013996,383.014,328.5085,5.36,0.76,0.000279,5282.7002,4874.002,1.47,0.11,0.0,16286.4502,0.0,0.0,0.0,0.00015,35980.0,30729.5664,5.4,0.79,0.008537,521.8652,474.0774,4.46,0.41,0.0,442.518,0.0,0.0,0.0,0.008581,522.1971,474.2023,4.48,0.41,0.111728,40.932,36.7254,4.57,0.47,0.056251,78.3006,70.3962,4.4,0.44,0.0,46.1767,0.0,0.0,0.0,0.048271,84.4114,78.0051,4.07,0.31,0.001636,3308.7,2047.7971,5.41,2.06,0.0,64.68,0.0,0.0,0.0,0.139067,32.42,23.0205,4.51,1.31,1.563513,3.245,2.0853,5.07,1.81,0.482139,4.7315,3.8798,2.28,0.41,0.017117,306.12,188.9156,5.24,2.01,0.0,29.55,0.0,0.0,0.0,0.039962,69.48,70.0313,2.78,-0.02,1.937548,1.1397,1.0838,2.21,0.11,0.019699,141.928,147.1744,2.8,-0.1,0.0,84.0652,0.0,0.0,0.0,0.038623,70.1041,67.7503,2.71,0.09,0.016779,91.4425,89.1356,1.53,0.04,0.0,39.7404,0.0,0.0,0.0,4.1e-05,85174.3047,42760.168,3.52,1.75,0.000466,1587.5143,2290.3062,0.74,-0.33,0.025387,103.3683,95.071,2.62,0.21,0.012673,131.9328,134.4227,1.67,-0.03,0.000564,92.5897,54.323,0.05,0.02,0.038566,97.303,56.4934,3.75,1.57,0.0,161.9,0.0,0.0,0.0,0.035684,70.9434,56.1306,2.53,0.53,0.0,20.6417,0.0,0.0,0.0,0.0,83.65,0.0,0.0,0.0
2025-04-20,122.37,0.01,0.0,192.3218,0.0,0.0,0.0,0.004335,356.3916,393.9259,1.54,-0.16,0.033699,167.32,158.1249,5.64,0.31,0.0,147.1597,0.0,0.0,0.0,0.0,483.1527,0.0,0.0,0.0,0.0,96.8872,0.0,0.0,0.0,0.016985,227.5,187.6997,3.86,0.68,0.019465,225.7711,166.9445,4.39,1.15,0.018356,317.7222,270.0669,5.83,0.87,0.0,507.1993,0.0,0.0,0.0,0.0,413.6653,0.0,0.0,0.0,0.035781,152.6664,148.2582,5.46,0.16,0.179596,44.552,15.7585,8.0,5.17,0.374725,11.64,12.8704,4.36,-0.46,0.0,6.9602,0.0,0.0,0.0,0.0,4.0694,0.0,0.0,0.0,0.013996,383.014,328.5085,5.36,0.76,0.000279,5158.2002,4874.002,1.44,0.08,0.0,15870.9004,0.0,0.0,0.0,0.00015,35980.0,30729.5664,5.4,0.79,0.008537,509.4434,474.0774,4.35,0.3,0.0,431.5671,0.0,0.0,0.0,0.008581,510.0576,474.2023,4.38,0.31,0.111728,40.9223,36.7254,4.57,0.47,0.056251,77.8758,70.3962,4.38,0.42,0.0,45.1869,0.0,0.0,0.0,0.048271,82.652,78.0051,3.99,0.22,0.001636,3406.2002,2047.7971,5.57,2.22,0.0,63.08,0.0,0.0,0.0,0.139067,32.496,23.0205,4.52,1.32,1.563513,3.016,2.0853,4.72,1.46,0.482139,4.721,3.8798,2.28,0.41,0.017117,315.59,188.9156,5.4,2.17,0.0,29.79,0.0,0.0,0.0,0.039962,68.62,70.0313,2.74,-0.06,1.937548,1.1397,1.0838,2.21,0.11,0.019699,141.928,147.1744,2.8,-0.1,0.0,82.5958,0.0,0.0,0.0,0.038623,69.7181,67.7503,2.69,0.08,0.016779,90.95,89.1356,1.53,0.03,0.0,38.7018,0.0,0.0,0.0,4.1e-05,87518.8984,42760.168,3.62,1.85,0.000466,1579.7345,2290.3062,0.74,-0.33,0.025387,101.8505,95.071,2.59,0.17,0.012673,127.9711,134.4227,1.62,-0.08,0.000564,91.7852,54.323,0.05,0.02,0.038566,98.791,56.4934,3.81,1.63,0.0,159.34,0.0,0.0,0.0,0.035684,70.7199,56.1306,2.52,0.52,0.0,20.5485,0.0,0.0,0.0,0.0,81.64,0.0,0.0,0.0
2025-04-21,124.42,0.01,0.0,198.8732,0.0,0.0,0.0,0.004335,364.0331,393.9259,1.58,-0.13,0.033699,173.18,158.1249,5.84,0.51,0.0,150.9466,0.0,0.0,0.0,0.0,498.7241,0.0,0.0,0.0,0.0,98.8667,0.0,0.0,0.0,0.016985,237.97,187.6997,4.04,0.85,0.019465,232.2783,166.9445,4.52,1.27,0.018356,328.9382,270.0669,6.04,1.08,0.0,525.1343,0.0,0.0,0.0,0.0,415.4646,0.0,0.0,0.0,0.035781,153.4739,148.2582,5.49,0.19,0.179596,44.1465,15.7585,7.93,5.1,0.374725,11.7595,12.8704,4.41,-0.42,0.0,7.0782,0.0,0.0,0.0,0.0,4.1259,0.0,0.0,0.0,0.013996,388.0,328.5085,5.43,0.83,0.000279,5287.7598,4874.002,1.47,0.12,0.0,16300.4209,0.0,0.0,0.0,0.00015,35948.0,30729.5664,5.39,0.78,0.008537,522.6979,474.0774,4.46,0.42,0.0,442.8967,0.0,0.0,0.0,0.008581,522.8984,474.2023,4.49,0.42,0.111728,41.5374,36.7254,4.64,0.54,0.056251,79.4881,70.3962,4.47,0.51,0.0,46.6816,0.0,0.0,0.0,0.048271,84.2559,78.0051,4.07,0.3,0.001636,3400.8003,2047.7971,5.56,2.21,0.0,64.31,0.0,0.0,0.0,0.139067,32.88,23.0205,4.57,1.37,1.563513,3.007,2.0853,4.7,1.44,0.482139,4.8705,3.8798,2.35,0.48,0.017117,311.11,188.9156,5.33,2.09,0.0,29.5,0.0,0.0,0.0,0.039962,69.37,70.0313,2.77,-0.03,1.937548,1.1513,1.0838,2.23,0.13,0.019699,140.876,147.1744,2.78,-0.12,0.0,83.0568,0.0,0.0,0.0,0.038623,69.8435,67.7503,2.7,0.08,0.016779,91.0176,89.1356,1.53,0.03,0.0,39.6868,0.0,0.0,0.0,4.1e-05,93441.8906,42760.168,3.86,2.09,0.000466,1757.3318,2290.3062,0.82,-0.25,0.025387,104.7025,95.071,2.66,0.24,0.012673,131.3873,134.4227,1.67,-0.04,0.000564,94.2087,54.323,0.05,0.02,0.038566,104.034,56.4934,4.01,1.83,0.0,162.52,0.0,0.0,0.0,0.035684,71.8181,56.1306,2.56,0.56,0.0,21.0053,0.0,0.0,0.0,0.0,85.71,0.0,0.0,0.0
2025-04-22,124.96,0.01,0.0,203.7121,0.0,0.0,0.0,0.004335,371.5456,393.9259,1.61,-0.1,0.033699,180.6,158.1249,6.09,0.76,0.0,154.8132,0.0,0.0,0.0,0.0,518.652,0.0,0.0,0.0,0.0,102.6858,0.0,0.0,0.0,0.016985,250.74,187.6997,4.26,1.07,0.019465,237.494,166.9445,4.62,1.37,0.018356,331.8861,270.0669,6.09,1.13,0.0,527.8032,0.0,0.0,0.0,0.0,416.2232,0.0,0.0,0.0,0.035781,151.1682,148.2582,5.41,0.1,0.179596,43.3653,15.7585,7.79,4.96,0.374725,11.7899,12.8704,4.42,-0.4,0.0,7.0376,0.0,0.0,0.0,0.0,4.2412,0.0,0.0,0.0,0.013996,390.7,328.5085,5.47,0.87,0.000279,5375.8599,4874.002,1.5,0.14,0.0,16708.0508,0.0,0.0,0.0,0.00015,36458.0,30729.5664,5.47,0.86,0.008537,530.7974,474.0774,4.53,0.48,0.0,452.9407,0.0,0.0,0.0,0.008581,531.2648,474.2023,4.56,0.49,0.111728,42.0159,36.7254,4.69,0.59,0.056251,79.8067,70.3962,4.49,0.53,0.0,47.2359,0.0,0.0,0.0,0.048271,84.4114,78.0051,4.07,0.31,0.001636,3276.3,2047.7971,5.36,2.01,0.0,62.27,0.0,0.0,0.0,0.139067,33.518,23.0205,4.66,1.46,1.563513,3.022,2.0853,4.72,1.46,0.482139,4.8355,3.8798,2.33,0.46,0.017117,303.65,188.9156,5.2,1.96,0.0,30.56,0.0,0.0,0.0,0.039962,68.05,70.0313,2.72,-0.08,1.937548,1.1351,1.0838,2.2,0.1,0.019699,142.688,147.1744,2.81,-0.09,0.0,83.8635,0.0,0.0,0.0,0.038623,69.9883,67.7503,2.7,0.09,0.016779,91.1142,89.1356,1.53,0.03,0.0,39.6136,0.0,0.0,0.0,4.1e-05,93699.1094,42760.168,3.87,2.11,0.000466,1796.1044,2290.3062,0.84,-0.23,0.025387,103.8034,95.071,2.64,0.22,0.012673,130.794,134.4227,1.66,-0.05,0.000564,94.318,54.323,0.05,0.02,0.038566,104.959,56.4934,4.05,1.87,0.0,172.37,0.0,0.0,0.0,0.035684,71.235,56.1306,2.54,0.54,0.0,20.8748,0.0,0.0,0.0,0.0,90.96,0.0,0.0,0.0
2025-04-23,126.46,0.01,0.0,207.4658,0.0,0.0,0.0,0.004335,384.3575,393.9259,1.67,-0.04,0.033699,186.54,158.1249,6.29,0.96,0.0,158.7296,0.0,0.0,0.0,0.0,531.4918,0.0,0.0,0.0,0.0,106.4049,0.0,0.0,0.0,0.016985,259.51,187.6997,4.41,1.22,0.019465,241.2011,166.9445,4.69,1.45,0.018356,333.2162,270.0669,6.12,1.16,0.0,533.2305,0.0,0.0,0.0,0.0,412.615,0.0,0.0,0.0,0.035781,150.7304,148.2582,5.39,0.09,0.179596,43.8696,15.7585,7.88,5.05,0.374725,12.0384,12.8704,4.51,-0.31,0.0,7.081,0.0,0.0,0.0,0.0,4.2552,0.0,0.0,0.0,0.013996,400.9,328.5085,5.61,1.01,0.000279,5484.7705,4874.002,1.53,0.17,0.0,17166.0391,0.0,0.0,0.0,0.00015,36809.0,30729.5664,5.52,0.91,0.008537,541.9702,474.0774,4.63,0.58,0.0,465.6852,0.0,0.0,0.0,0.008581,542.4955,474.2023,4.66,0.59,0.111728,42.5041,36.7254,4.75,0.65,0.056251,80.8687,70.3962,4.55,0.59,0.0,47.7605,0.0,0.0,0.0,0.048271,84.7225,78.0051,4.09,0.32,0.001636,3332.0,2047.7971,5.45,2.1,0.0,62.79,0.0,0.0,0.0,0.139067,33.482,23.0205,4.66,1.45,1.563513,2.93,2.0853,4.58,1.32,0.482139,4.85,3.8798,2.34,0.47,0.017117,308.07,188.9156,5.27,2.04,0.0,30.56,0.0,0.0,0.0,0.039962,68.46,70.0313,2.74,-0.06,1.937548,1.1327,1.0838,2.19,0.09,0.019699,143.223,147.1744,2.82,-0.08,0.0,84.7471,0.0,0.0,0.0,0.038623,70.3839,67.7503,2.72,0.1,0.016779,91.6067,89.1356,1.54,0.04,0.0,40.2475,0.0,0.0,0.0,4.1e-05,93943.7969,42760.168,3.88,2.12,0.000466,1769.8317,2290.3062,0.82,-0.24,0.025387,105.0215,95.071,2.67,0.25,0.012673,133.0811,134.4227,1.69,-0.02,0.000564,95.192,54.323,0.05,0.02,0.038566,109.687,56.4934,4.23,2.05,0.0,176.26,0.0,0.0,0.0,0.035684,70.477,56.1306,2.51,0.51,0.0,21.2384,0.0,0.0,0.0,0.0,95.12,0.0,0.0,0.0
2025-04-24,127.07,0.01,0.0,208.3718,0.0,0.0,0.0,0.004335,388.873,393.9259,1.69,-0.02,0.033699,188.99,158.1249,6.37,1.04,0.0,161.4004,0.0,0.0,0.0,0.0,545.5679,0.0,0.0,0.0,0.0,110.9839,0.0,0.0,0.0,0.016985,284.95,187.6997,4.84,1.65,0.019465,240.1264,166.9445,4.67,1.42,0.018356,332.6802,270.0669,6.11,1.15,0.0,531.2587,0.0,0.0,0.0,0.0,407.1588,0.0,0.0,0.0,0.035781,150.3899,148.2582,5.38,0.08,0.179596,44.1268,15.7585,7.92,5.09,0.374725,12.101,12.8704,4.53,-0.29,0.0,7.1093,0.0,0.0,0.0,0.0,4.3556,0.0,0.0,0.0,0.013996,401.8,328.5085,5.62,1.03,0.000279,5525.2104,4874.002,1.54,0.18,0.0,17382.9395,0.0,0.0,0.0,0.00015,37348.0,30729.5664,5.6,0.99,0.008537,545.886,474.0774,4.66,0.61,0.0,470.8766,0.0,0.0,0.0,0.008581,546.417,474.2023,4.69,0.62,0.111728,42.426,36.7254,4.74,0.64,0.056251,81.2163,70.3962,4.57,0.61,0.0,47.5328,0.0,0.0,0.0,0.048271,84.5767,78.0051,4.08,0.32,0.001636,3282.3999,2047.7971,5.37,2.02,0.0,63.02,0.0,0.0,0.0,0.139067,32.989,23.0205,4.59,1.39,1.563513,2.937,2.0853,4.59,1.33,0.482139,4.8355,3.8798,2.33,0.46,0.017117,304.73,188.9156,5.22,1.98,0.0,30.05,0.0,0.0,0.0,0.039962,69.03,70.0313,2.76,-0.04,1.937548,1.1372,1.0838,2.2,0.1,0.019699,142.879,147.1744,2.81,-0.08,0.0,85.3713,0.0,0.0,0.0,0.038623,70.6155,67.7503,2.73,0.11,0.016779,91.9544,89.1356,1.54,0.05,0.0,40.1744,0.0,0.0,0.0,4.1e-05,94720.5,42760.168,3.91,2.15,0.000466,1786.6345,2290.3062,0.83,-0.23,0.025387,104.9635,95.071,2.66,0.25,0.012673,132.7557,134.4227,1.68,-0.02,0.000564,94.4471,54.323,0.05,0.02,0.038566,110.153,56.4934,4.25,2.07,0.0,177.95,0.0,0.0,0.0,0.035684,69.8842,56.1306,2.49,0.49,0.0,21.3689,0.0,0.0,0.0,0.0,97.12,0.0,0.0,0.0
